name,realname,magnitude,prob,tectonic_type,batch,video,version,notes,planes
OtaraEast03,OtaraEast03,6.47,4.74,Volcanic,,,,,[[[-36.8268| 177.5713]| [-36.936| 177.5233]| [-36.8858| 177.4828]| [-36.7767| 177.5308]]| [[-36.9367| 177.5227]| [-37.0378| 177.4019]| [-36.9875| 177.3613]| [-36.8866| 177.4822]]]
OtaraEast04,,6.23,5.88,Volcanic,,,,,[[[-37.03| 177.35]| [-36.97| 177.4067]| [-37.0124| 177.4603]| [-37.0724| 177.4037]]| [[-36.97| 177.4067]| [-36.9267| 177.4783]| [-36.9691| 177.532]| [-37.0124| 177.4603]]]
OtaraEast05,,6.21,6.26,Volcanic,,,,,[[[-37.0233| 177.3417]| [-36.905| 177.4333]| [-36.9366| 177.4976]| [-37.0549| 177.406]]]
OtaraEast06,,6.03,6.15,Volcanic,,,,,[[[-36.9517| 177.3217]| [-36.8867| 177.405]| [-36.93| 177.4574]| [-36.995| 177.3742]]]
OtaraWest01,OtaraWest01,6.16,12.12,Volcanic,,,,,[[[-37.1918| 177.278]| [-37.2626| 177.2335]| [-37.2063| 177.2084]| [-37.1355| 177.2529]]| [[-37.2635| 177.2332]| [-37.3059| 177.2283]| [-37.2496| 177.2032]| [-37.2072| 177.2081]]]
OtaraWest02,OtaraWest02,6.33,9.22,Volcanic,,,,,[[[-37.0918| 177.3063]| [-37.2043| 177.2401]| [-37.149| 177.2118]| [-37.0365| 177.278]]| [[-37.2052| 177.2397]| [-37.2626| 177.22]| [-37.2073| 177.1917]| [-37.1499| 177.2114]]]
OtaraWest03,,6.1,13.6,Volcanic,,,,,[[[-37.15| 177.1883]| [-37.075| 177.2867]| [-37.1183| 177.3393]| [-37.1933| 177.241]]]
Otaraia,Otaraia,6.88,0.31,Crustal,,,,,[[[-41.5181| 175.1155]| [-41.4722| 175.1598]| [-41.5473| 175.2441]| [-41.5933| 175.1998]]| [[-41.4715| 175.1605]| [-41.4206| 175.2032]| [-41.4956| 175.2874]| [-41.5466| 175.2447]]| [[-41.4198| 175.2038]| [-41.3589| 175.2565]| [-41.434| 175.3407]| [-41.4949| 175.288]]| [[-41.3581| 175.2572]| [-41.3039| 175.3098]| [-41.3789| 175.3939]| [-41.4333| 175.3413]]| [[-41.3032| 175.3106]| [-41.2672| 175.3614]| [-41.3422| 175.4454]| [-41.3783| 175.3946]]]
Otematata,Otematata,6.4,0.1,Crustal,,,,,[[[-44.6862| 170.1564]| [-44.5919| 170.009]| [-44.5574| 170.0574]| [-44.6517| 170.2047]]]
OtokoTotoF7,OtokoTotoF7,5.64,0.5,Crustal,,,,,[[[-38.5532| 177.9044]| [-38.5252| 177.8122]| [-38.5252| 177.8122]| [-38.5532| 177.9044]]]
PaValley,PaValley,6.65,1.98,Crustal,,,,,[[[-40.5686| 175.9295]| [-40.593| 175.892]| [-40.5788| 175.8597]| [-40.5544| 175.8971]]| [[-40.5937| 175.8913]| [-40.7479| 175.7602]| [-40.7337| 175.7278]| [-40.5795| 175.8589]]]
PaeroaALL,PaeroaALL,6.39,2.18,Volcanic,,,,,[[[-38.2518| 176.3994]| [-38.3112| 176.3235]| [-38.2837| 176.2847]| [-38.2244| 176.3605]]| [[-38.3119| 176.3227]| [-38.3595| 176.2702]| [-38.332| 176.2313]| [-38.2844| 176.2839]]| [[-38.3602| 176.2694]| [-38.4295| 176.1968]| [-38.402| 176.1579]| [-38.3327| 176.2305]]]
PaeroaC,PaeroaC,5.82,7.87,Volcanic,,,,,[[[-38.3119| 176.3227]| [-38.3595| 176.2702]| [-38.332| 176.2313]| [-38.2844| 176.2839]]]
PaeroaN,PaeroaN,5.94,6.1,Volcanic,,,,,[[[-38.2518| 176.3994]| [-38.3112| 176.3235]| [-38.2837| 176.2847]| [-38.2244| 176.3605]]]
PaeroaS,PaeroaS,5.97,5.53,Volcanic,,,,,[[[-38.3602| 176.2694]| [-38.4295| 176.1968]| [-38.402| 176.1579]| [-38.3327| 176.2305]]]
Pahaua,Pahaua,7.35,0.73,Crustal,2,https://www.youtube.com/watch?v=VOHSx8tqovo,1,,[[[-41.39| 176.5992]| [-41.4562| 176.4769]| [-41.3746| 176.3858]| [-41.3085| 176.5081]]| [[-41.4565| 176.4758]| [-41.4813| 176.3536]| [-41.3997| 176.2625]| [-41.375| 176.3846]]| [[-41.4817| 176.3526]| [-41.7178| 175.9602]| [-41.6361| 175.8689]| [-41.4003| 176.2612]]| [[-41.7181| 175.9591]| [-41.7647| 175.5686]| [-41.683| 175.4773]| [-41.6368| 175.8674]]| [[-41.7649| 175.5675]| [-41.9162| 175.0503]| [-41.8345| 174.9588]| [-41.6836| 175.4756]]]
Pahiatua,Pahiatua,6.79,0.87,Crustal,,,,,[[[-40.2154| 176.0546]| [-40.2695| 176.03]| [-40.2402| 175.9636]| [-40.1861| 175.9883]]| [[-40.2703| 176.0296]| [-40.3295| 175.9901]| [-40.3002| 175.9236]| [-40.241| 175.9631]]| [[-40.3303| 175.9894]| [-40.3579| 175.9569]| [-40.3286| 175.8904]| [-40.301| 175.9229]]| [[-40.3586| 175.9561]| [-40.4062| 175.9035]| [-40.3769| 175.837]| [-40.3293| 175.8896]]| [[-40.4069| 175.9028]| [-40.4562| 175.8452]| [-40.4269| 175.7786]| [-40.3777| 175.8362]]]
PalliserKai,Palliser-Kaiwhata,7.34,4.4,Crustal,2,https://www.youtube.com/watch?v=OE0WvfPKFXs,1,,[[[-41.2998| 176.1992]| [-41.3379| 176.0221]| [-41.1573| 175.9351]| [-41.1194| 176.1118]]| [[-41.3381| 176.0209]| [-41.3495| 175.9671]| [-41.1691| 175.8799]| [-41.1577| 175.9336]]| [[-41.3499| 175.966]| [-41.6328| 175.352]| [-41.4521| 175.2653]| [-41.1697| 175.8779]]]
PangopangoF29,PangopangoF29,5.6,0.08,Crustal,,,,,[[[-38.2879| 178.0984]| [-38.2188| 178.1165]| [-38.2188| 178.1165]| [-38.2879| 178.0984]]]
PaoanuiRN,PaoanuiRN,6.86,1.06,Crustal,,,,,[[[-39.7818| 178.3393]| [-39.9277| 178.2117]| [-39.8799| 178.1376]| [-39.7341| 178.2653]]| [[-39.9285| 178.211]| [-39.986| 178.1649]| [-39.9383| 178.0908]| [-39.8807| 178.1369]]| [[-39.9868| 178.1643]| [-40.1561| 177.985]| [-40.1083| 177.9107]| [-39.9391| 178.09]]| [[-40.1566| 177.9841]| [-40.1647| 177.9452]| [-40.1169| 177.8708]| [-40.1088| 177.9097]]| [[-40.1651| 177.9443]| [-40.2444| 177.8633]| [-40.1966| 177.7889]| [-40.1174| 177.8699]]]
PaoanuiRS,PaoanuiRS,6.81,1.37,Crustal,,,,,[[[-40.295| 177.7859]| [-40.3878| 177.6551]| [-40.3226| 177.5836]| [-40.23| 177.7144]]| [[-40.3884| 177.6543]| [-40.5244| 177.5018]| [-40.4592| 177.4301]| [-40.3233| 177.5826]]| [[-40.525| 177.5009]| [-40.5828| 177.4185]| [-40.5176| 177.3467]| [-40.46| 177.4291]]| [[-40.5832| 177.4175]| [-40.6063| 177.3353]| [-40.5411| 177.2634]| [-40.5181| 177.3456]]]
PaparoaRF,PaparoaRF,7.12,0.47,Crustal,,,,,[[[-42.228| 171.3206]| [-42.0754| 171.4799]| [-42.1018| 171.5779]| [-42.2545| 171.4188]]| [[-42.0747| 171.4805]| [-41.8738| 171.59]| [-41.9002| 171.6877]| [-42.1011| 171.5784]]| [[-41.8731| 171.5907]| [-41.6671| 171.8399]| [-41.6934| 171.9373]| [-41.8996| 171.6883]]]
ParituR,ParituR,6.48,3.61,Crustal,,,,,[[[-38.8852| 178.8346]| [-38.9326| 178.8248]| [-38.8953| 178.7768]| [-38.8478| 178.7866]]| [[-38.9333| 178.8242]| [-38.9895| 178.7218]| [-38.9521| 178.6738]| [-38.896| 178.7762]]| [[-38.9902| 178.7211]| [-39.0494| 178.6882]| [-39.012| 178.6402]| [-38.9528| 178.6731]]| [[-39.05| 178.6876]| [-39.1395| 178.5551]| [-39.1021| 178.507]| [-39.0127| 178.6395]]]
ParituW,ParituW,6.21,4.15,Crustal,,,,,[[[-39.0368| 178.6276]| [-39.1178| 178.5516]| [-39.086| 178.4807]| [-39.0051| 178.5568]]| [[-39.1184| 178.5508]| [-39.1429| 178.4885]| [-39.1111| 178.4176]| [-39.0866| 178.4798]]]
PatokaRang,PatokaRang,7.17,2.6,Crustal,,,,,[[[-39.0121| 176.913]| [-39.2062| 176.8184]| [-39.192| 176.7868]| [-38.9979| 176.8814]]| [[-39.2068| 176.8177]| [-39.2531| 176.6788]| [-39.2389| 176.6471]| [-39.1926| 176.786]]| [[-39.2537| 176.6779]| [-39.4246| 176.5402]| [-39.4104| 176.5085]| [-39.2395| 176.6462]]| [[-39.4253| 176.5395]| [-39.4796| 176.4703]| [-39.4654| 176.4385]| [-39.4111| 176.5077]]| [[-39.4803| 176.4696]| [-39.5929| 176.3786]| [-39.5787| 176.3467]| [-39.4662| 176.4378]]]
Pegasus1nw,Pegasus1nw,6.86,0.54,Crustal,,,,,[[[-43.3334| 172.7507]| [-43.2337| 173.1329]| [-43.3395| 173.1862]| [-43.4394| 172.8035]]]
Piripai01,Piripai01,6.09,5.54,Volcanic,,,,,[[[-37.7602| 177.101]| [-37.7845| 177.0701]| [-37.7496| 177.0088]| [-37.7252| 177.0397]]| [[-37.785| 177.0692]| [-37.803| 177.0202]| [-37.768| 176.9589]| [-37.7501| 177.0079]]| [[-37.8035| 177.0193]| [-37.8212| 176.9935]| [-37.7863| 176.9321]| [-37.7685| 176.958]]]
Pisa,Pisa,6.99,0.16,Crustal,,,,,[[[-44.7551| 169.5192]| [-44.8396| 169.3302]| [-44.793| 169.2169]| [-44.7087| 169.4059]]| [[-44.8403| 169.3294]| [-44.9362| 169.2484]| [-44.8896| 169.1348]| [-44.7938| 169.216]]| [[-44.9369| 169.2476]| [-44.9663| 169.2019]| [-44.9197| 169.0882]| [-44.8904| 169.134]]| [[-44.967| 169.2011]| [-45.0578| 169.14]| [-45.0113| 169.0262]| [-44.9205| 169.0875]]]
PohanginaAnt,PohanginaAnt,6.85,0.6,Crustal,,,,,[[[-40.0386| 175.8578]| [-40.1411| 175.795]| [-40.0972| 175.6957]| [-39.9948| 175.7586]]| [[-40.1419| 175.7944]| [-40.3195| 175.6501]| [-40.2755| 175.5505]| [-40.0981| 175.6951]]]
Pokare01,Pokare01,6.35,3.86,Volcanic,,,,,[[[-37.7168| 176.9277]| [-37.7661| 176.8652]| [-37.7192| 176.8185]| [-37.6698| 176.881]]| [[-37.7668| 176.8644]| [-37.8661| 176.7801]| [-37.8191| 176.7333]| [-37.7199| 176.8177]]]
Pokare02,Pokare02,6.32,4.05,Volcanic,,,,,[[[-37.6052| 177.0811]| [-37.6561| 177.0384]| [-37.6128| 176.9864]| [-37.5619| 177.0291]]| [[-37.6567| 177.0376]| [-37.6928| 176.9769]| [-37.6496| 176.9249]| [-37.6135| 176.9856]]| [[-37.6934| 176.976]| [-37.7345| 176.9251]| [-37.6912| 176.8731]| [-37.6502| 176.924]]]
PongaroaWeber,PongaroaWeber,6.62,1.55,Crustal,,,,,[[[-40.397| 176.3512]| [-40.4246| 176.3252]| [-40.4104| 176.293]| [-40.3828| 176.319]]| [[-40.4253| 176.3245]| [-40.4713| 176.267]| [-40.4571| 176.2347]| [-40.4111| 176.2922]]| [[-40.472| 176.2662]| [-40.5046| 176.2303]| [-40.4904| 176.198]| [-40.4578| 176.2339]]| [[-40.5052| 176.2294]| [-40.548| 176.162]| [-40.5338| 176.1297]| [-40.4911| 176.1972]]]
PoranagR,PoranagR,6.81,1.23,Crustal,,,,,[[[-40.2585| 177.8681]| [-40.2693| 177.8712]| [-40.2216| 177.7967]| [-40.2108| 177.7936]]| [[-40.2702| 177.871]| [-40.5727| 177.64]| [-40.5249| 177.5652]| [-40.2225| 177.7964]]| [[-40.5734| 177.6392]| [-40.6928| 177.4901]| [-40.645| 177.4151]| [-40.5257| 177.5643]]]
PoranagW1,PoranagW1,6.9,1.55,Crustal,,,,,[[[-40.6202| 177.2459]| [-40.6745| 177.1883]| [-40.6158| 177.0548]| [-40.5616| 177.1124]]| [[-40.6753| 177.1878]| [-40.7444| 177.1631]| [-40.6858| 177.0294]| [-40.6166| 177.0542]]| [[-40.7452| 177.1627]| [-40.8394| 177.1032]| [-40.7808| 176.9693]| [-40.6866| 177.0289]]| [[-40.8403| 177.1028]| [-41.0077| 177.073]| [-40.9491| 176.9388]| [-40.7817| 176.9689]]]
PoranagW2,PoranagW2,6.62,3.12,Crustal,,,,,[[[-40.6569| 177.3326]| [-40.7228| 177.2749]| [-40.6802| 177.1779]| [-40.6144| 177.2357]]| [[-40.7236| 177.2744]| [-40.7961| 177.2464]| [-40.7535| 177.1493]| [-40.6811| 177.1774]]| [[-40.7969| 177.246]| [-40.8677| 177.1999]| [-40.8252| 177.1026]| [-40.7544| 177.1489]]| [[-40.8685| 177.1992]| [-40.9211| 177.145]| [-40.8786| 177.0477]| [-40.826| 177.102]]]
Poroutawhao,Poroutawhao,6.64,0.97,Crustal,,,,,[[[-40.5453| 175.2728]| [-40.7295| 175.1799]| [-40.6994| 175.0712]| [-40.5153| 175.1644]]]
Port2GreyL,Port2GreyL,7.12,0.6,Crustal,,,,,[[[-43.1318| 172.5761]| [-43.2515| 171.9706]| [-43.2515| 171.9706]| [-43.1318| 172.5761]]| [[-43.2518| 171.9694]| [-43.2982| 171.7156]| [-43.2982| 171.7156]| [-43.2518| 171.9694]]| [[-43.2985| 171.7145]| [-43.3414| 171.6072]| [-43.3414| 171.6072]| [-43.2985| 171.7145]]| [[-43.3418| 171.6061]| [-43.3632| 171.5206]| [-43.3632| 171.5206]| [-43.3418| 171.6061]]]
Port2GreyS,Port2GreyS,7.08,2.6,Crustal,,,,,[[[-43.1318| 172.5761]| [-43.2515| 171.9706]| [-43.2515| 171.9706]| [-43.1318| 172.5761]]| [[-43.2518| 171.9694]| [-43.2982| 171.7156]| [-43.2982| 171.7156]| [-43.2518| 171.9694]]| [[-43.2985| 171.7145]| [-43.3414| 171.6072]| [-43.3414| 171.6072]| [-43.2985| 171.7145]]]
Poulter,Poulter,6.85,1.49,Crustal,,,,,[[[-42.9814| 171.5938]| [-42.8403| 171.8179]| [-42.8403| 171.8179]| [-42.9814| 171.5938]]| [[-42.8398| 171.8189]| [-42.7502| 172.0811]| [-42.7502| 172.0811]| [-42.8398| 171.8189]]]
Poutu,Poutu,6.61,8.75,Volcanic,,,,,[[[-39.0053| 175.7678]| [-39.2028| 175.6683]| [-39.1763| 175.5745]| [-38.9789| 175.6743]]]
PovertyBay,PovertyBay,6.5,13.04,Crustal,,,,,[[[-38.7637| 178.1362]| [-38.8712| 178.1263]| [-38.8395| 177.897]| [-38.732| 177.9073]]]
PukN-1,PukN-1,6.11,15.64,Volcanic,,,,,[[[-37.5668| 177.226]| [-37.6478| 177.1335]| [-37.6036| 177.0826]| [-37.5227| 177.1752]]]
PukN-2,PukN-2,6.15,8.63,Volcanic,,,,,[[[-37.6484| 177.1327]| [-37.7378| 177.0301]| [-37.6936| 176.9792]| [-37.6044| 177.0818]]]
PukeShep,PukeShep,7.06,0.72,Crustal,,,,,[[[-40.917| 174.9331]| [-41.0312| 174.8884]| [-41.013| 174.8468]| [-40.8989| 174.8915]]| [[-41.032| 174.8879]| [-41.0779| 174.8419]| [-41.0598| 174.8003]| [-41.0138| 174.8462]]| [[-41.0786| 174.8412]| [-41.2046| 174.7153]| [-41.1864| 174.6735]| [-41.0605| 174.7995]]| [[-41.2053| 174.7146]| [-41.2646| 174.6735]| [-41.2464| 174.6317]| [-41.1872| 174.6729]]| [[-41.2653| 174.6728]| [-41.3013| 174.6286]| [-41.2831| 174.5868]| [-41.2472| 174.631]]]
Puketerata,Puketerata,6.16,8.02,Volcanic,,,,,[[[-38.4502| 176.1195]| [-38.5595| 176.0102]| [-38.528| 175.9765]| [-38.4188| 176.0858]]]
QuartzCk,QuartzCk,6.25,1,Crustal,,,,,[[[-43.7088| 171.0302]| [-43.7997| 171.0995]| [-43.8176| 171.0565]| [-43.7267| 170.9872]]]
Raetihi,Raetihi,6.43,2.34,Volcanic,,,,,[[[-39.4103| 175.1971]| [-39.4152| 175.2593]| [-39.4878| 175.2251]| [-39.4829| 175.1628]]| [[-39.4154| 175.2604]| [-39.4384| 175.326]| [-39.511| 175.2918]| [-39.488| 175.2261]]| [[-39.4386| 175.3271]| [-39.4451| 175.371]| [-39.5178| 175.3367]| [-39.5113| 175.2928]]]
Raggedy,Raggedy,6.88,0.97,Crustal,,,,,[[[-44.9419| 169.9044]| [-45.0195| 169.8285]| [-44.9482| 169.7441]| [-44.8707| 169.8201]]| [[-45.0202| 169.8277]| [-45.1212| 169.6936]| [-45.0499| 169.6091]| [-44.949| 169.7432]]| [[-45.1219| 169.6927]| [-45.1978| 169.6152]| [-45.1266| 169.5306]| [-45.0507| 169.6082]]]
Rakaia,Rakaia,6.87,0.32,Crustal,,,,,[[[-43.7402| 171.6673]| [-43.7568| 171.8244]| [-43.8192| 171.8245]| [-43.8027| 171.6672]]| [[-43.7568| 171.8256]| [-43.7452| 172.2177]| [-43.8077| 172.2179]| [-43.8193| 171.8254]]]
Ran-01,Ran-01,5.99,18.19,Volcanic,,,,,[[[-37.7801| 177.041]| [-37.8162| 176.9785]| [-37.7732| 176.9261]| [-37.7371| 176.9885]]| [[-37.8169| 176.9779]| [-37.8377| 176.9715]| [-37.7947| 176.9191]| [-37.7739| 176.9255]]]
Ran-02,Ran-02,6.12,11.4,Volcanic,,,,,[[[-37.725| 177.1308]| [-37.7563| 177.0519]| [-37.7238| 176.9885]| [-37.6926| 177.0675]]| [[-37.7568| 177.0509]| [-37.7862| 177.0118]| [-37.7537| 176.9484]| [-37.7243| 176.9876]]]
Ranfurly,Ranfurly,6.46,2.27,Crustal,,,,,[[[-45.0853| 170.1828]| [-45.1345| 170.1402]| [-45.0896| 170.0869]| [-45.0404| 170.1296]]| [[-45.1351| 170.1393]| [-45.1664| 170.0404]| [-45.1215| 169.9871]| [-45.0902| 170.0859]]]
Rangioffsh,Rangioffsh,6.93,1.3,Crustal,,,,,[[[-40.5713| 175.0754]| [-40.3971| 175.1633]| [-40.4218| 175.233]| [-40.5961| 175.1452]]| [[-40.3964| 175.1638]| [-40.2254| 175.3132]| [-40.2501| 175.3827]| [-40.4211| 175.2335]]]
RangipoALL,RangipoALL,6.78,0.41,Volcanic,,,,,[[[-39.2787| 175.7578]| [-39.3296| 175.7183]| [-39.3134| 175.6001]| [-39.2625| 175.6396]]| [[-39.3304| 175.718]| [-39.3812| 175.7081]| [-39.365| 175.5898]| [-39.3142| 175.5997]]| [[-39.3821| 175.708]| [-39.3978| 175.708]| [-39.3816| 175.5897]| [-39.3659| 175.5897]]| [[-39.3987| 175.7081]| [-39.4195| 175.7129]| [-39.4033| 175.5945]| [-39.3825| 175.5898]]| [[-39.4204| 175.7129]| [-39.5012| 175.6882]| [-39.485| 175.5696]| [-39.4042| 175.5945]]| [[-39.5021| 175.6881]| [-39.5228| 175.6929]| [-39.5066| 175.5743]| [-39.4859| 175.5696]]]
RangipoC,RangipoC,6.22,2.19,Volcanic,,,,,[[[-39.4019| 175.6876]| [-39.4113| 175.6735]| [-39.3951| 175.5551]| [-39.3857| 175.5692]]| [[-39.4121| 175.673]| [-39.4678| 175.6747]| [-39.4516| 175.5562]| [-39.3959| 175.5547]]]
RangipoN,RangipoN,6.55,1.04,Volcanic,,,,,[[[-39.2787| 175.7578]| [-39.3296| 175.7183]| [-39.3134| 175.6001]| [-39.2625| 175.6396]]| [[-39.3304| 175.718]| [-39.3812| 175.7081]| [-39.365| 175.5898]| [-39.3142| 175.5997]]| [[-39.3821| 175.708]| [-39.4062| 175.7064]| [-39.39| 175.588]| [-39.3659| 175.5897]]| [[-39.407| 175.706]| [-39.4179| 175.6934]| [-39.4017| 175.575]| [-39.3908| 175.5876]]]
RangipoS,RangipoS,6.39,1.47,Volcanic,,,,,[[[-39.4204| 175.7129]| [-39.5012| 175.6882]| [-39.485| 175.5696]| [-39.4042| 175.5945]]| [[-39.5021| 175.6881]| [-39.5228| 175.6929]| [-39.5066| 175.5743]| [-39.4859| 175.5696]]]
Rangitikei,Rangitikei,6.24,1.27,Crustal,,,,,[[[-39.7829| 175.7834]| [-39.7338| 175.7883]| [-39.7338| 175.7883]| [-39.7829| 175.7834]]| [[-39.7329| 175.7885]| [-39.6971| 175.7982]| [-39.6971| 175.7982]| [-39.7329| 175.7885]]]
RaukumaraF13,RaukumaraF13,6.67,1.43,Crustal,,,,,[[[-38.0596| 177.375]| [-37.9904| 177.3371]| [-37.9802| 177.4102]| [-38.0494| 177.4482]]| [[-37.9896| 177.3365]| [-37.967| 177.3122]| [-37.9568| 177.3854]| [-37.9794| 177.4096]]| [[-37.9662| 177.3119]| [-37.9137| 177.3218]| [-37.9035| 177.3948]| [-37.956| 177.3851]]| [[-37.9129| 177.3218]| [-37.8521| 177.3152]| [-37.8419| 177.3882]| [-37.9027| 177.3949]]]
RaukumaraF15,RaukumaraF15,6.88,0.5,Crustal,,,,,[[[-38.0661| 177.4619]| [-37.9903| 177.4454]| [-37.9331| 177.6007]| [-38.0089| 177.6173]]| [[-37.9895| 177.4451]| [-37.9536| 177.4256]| [-37.8964| 177.5807]| [-37.9322| 177.6003]]| [[-37.9527| 177.4254]| [-37.912| 177.4286]| [-37.8548| 177.5837]| [-37.8955| 177.5805]]| [[-37.9112| 177.4284]| [-37.8003| 177.339]| [-37.7431| 177.4939]| [-37.8539| 177.5834]]]
RaukumaraF16,RaukumaraF16,6.19,4.08,Crustal,,,,,[[[-38.0382| 177.4939]| [-38.0251| 177.5894]| [-38.0251| 177.5894]| [-38.0382| 177.4939]]]
RaukumaraF17,RaukumaraF17,6.32,0.07,Crustal,,,,,[[[-37.9133| 177.6794]| [-37.9183| 177.5489]| [-37.9183| 177.5489]| [-37.9133| 177.6794]]]
RaukumaraF18,RaukumaraF18,6.58,0.07,Crustal,,,,,[[[-37.8966| 177.5372]| [-37.8917| 177.6711]| [-37.8917| 177.6711]| [-37.8966| 177.5372]]| [[-37.8917| 177.6722]| [-37.8999| 177.7744]| [-37.8999| 177.7744]| [-37.8917| 177.6722]]]
RaukumaraF19,RaukumaraF19,6.57,0.11,Crustal,,,,,[[[-37.8717| 177.8177]| [-37.8667| 177.5856]| [-37.8667| 177.5856]| [-37.8717| 177.8177]]]
RaukumaraF2,RaukumaraF2,5.88,0.5,Crustal,,,,,[[[-38.9346| 177.7253]| [-38.8754| 177.7714]| [-38.8754| 177.7714]| [-38.9346| 177.7253]]| [[-38.8747| 177.7721]| [-38.8353| 177.8379]| [-38.8353| 177.8379]| [-38.8747| 177.7721]]]
RaukumaraF21,RaukumaraF21,6.52,0.12,Crustal,,,,,[[[-37.8067| 177.6556]| [-37.8017| 177.8644]| [-37.8017| 177.8644]| [-37.8067| 177.6556]]]
RaukumaraF22,RaukumaraF22,6.96,0.18,Crustal,,,,,[[[-37.7648| 177.778]| [-37.7631| 177.6875]| [-37.6596| 177.7972]| [-37.6612| 177.8876]]| [[-37.763| 177.6864]| [-37.7166| 177.5074]| [-37.6131| 177.6172]| [-37.6593| 177.7959]]| [[-37.7162| 177.5065]| [-37.6351| 177.3807]| [-37.5316| 177.4903]| [-37.6126| 177.616]]]
RaukumaraF23,RaukumaraF23,6.45,0.04,Crustal,,,,,[[[-37.7648| 177.8845]| [-37.7135| 177.7189]| [-37.7135| 177.7189]| [-37.7648| 177.8845]]]
Raurimu,Raurimu,6.67,6.39,Volcanic,,,,,[[[-39.3696| 175.3337]| [-39.3555| 175.3369]| [-39.3689| 175.4354]| [-39.383| 175.4323]]| [[-39.3547| 175.3372]| [-39.3387| 175.35]| [-39.3521| 175.4485]| [-39.368| 175.4358]]| [[-39.3379| 175.3503]| [-39.2838| 175.3503]| [-39.2972| 175.4487]| [-39.3513| 175.4488]]| [[-39.2829| 175.3504]| [-39.2472| 175.3569]| [-39.2605| 175.4552]| [-39.2963| 175.4488]]| [[-39.2463| 175.3573]| [-39.2187| 175.3816]| [-39.2321| 175.48]| [-39.2597| 175.4557]]| [[-39.2179| 175.382]| [-39.1371| 175.3969]| [-39.1505| 175.4951]| [-39.2313| 175.4804]]]
RepongaereF4,RepongaereF4,5.67,0.47,Crustal,,,,,[[[-38.5931| 177.8105]| [-38.5486| 177.8995]| [-38.5486| 177.8995]| [-38.5931| 177.8105]]]
RidgeROkaia2,RidgeROkaia2,6.94,0.06,Crustal,,,,,[[[-39.6919| 174.7763]| [-39.7361| 174.7468]| [-39.6854| 174.7088]| [-39.6412| 174.7383]]| [[-39.7369| 174.7463]| [-39.8995| 174.6335]| [-39.8487| 174.5954]| [-39.6862| 174.7082]]| [[-39.9003| 174.633]| [-39.9661| 174.6001]| [-39.9154| 174.562]| [-39.8496| 174.5949]]| [[-39.9669| 174.5996]| [-40.0495| 174.5335]| [-39.9988| 174.4953]| [-39.9162| 174.5614]]]
RitchieR,RitchieR,6.65,1.87,Crustal,,,,,[[[-39.292| 178.5129]| [-39.3928| 178.5096]| [-39.3836| 178.4422]| [-39.2828| 178.4456]]| [[-39.3936| 178.5092]| [-39.4413| 178.4516]| [-39.4321| 178.3843]| [-39.3844| 178.4418]]| [[-39.442| 178.451]| [-39.5295| 178.4081]| [-39.5203| 178.3406]| [-39.4328| 178.3836]]| [[-39.5304| 178.4081]| [-39.6528| 178.4527]| [-39.6437| 178.3851]| [-39.5212| 178.3406]]| [[-39.6537| 178.4526]| [-39.7562| 178.3765]| [-39.747| 178.3088]| [-39.6445| 178.385]]]
RitchieW1,RitchieW1,7.05,0.79,Crustal,,,,,[[[-39.4085| 178.3563]| [-39.7076| 178.2965]| [-39.6425| 178.2256]| [-39.3434| 178.2856]]| [[-39.7085| 178.2961]| [-39.8843| 178.17]| [-39.8192| 178.099]| [-39.6434| 178.2251]]| [[-39.8851| 178.1693]| [-40.1011| 177.8851]| [-40.0359| 177.8139]| [-39.82| 178.0981]]]
RitchieW2,RitchieW2,6.72,2.95,Crustal,,,,,[[[-39.5718| 178.2745]| [-39.646| 178.2382]| [-39.5727| 178.1585]| [-39.4985| 178.1948]]| [[-39.6468| 178.2377]| [-39.711| 178.19]| [-39.6377| 178.1102]| [-39.5735| 178.1579]]| [[-39.7118| 178.1895]| [-39.796| 178.1366]| [-39.7227| 178.0567]| [-39.6385| 178.1096]]| [[-39.7967| 178.136]| [-39.8627| 178.0684]| [-39.7894| 177.9884]| [-39.7235| 178.056]]]
Riversdale,Riversdale,7.04,6.61,Crustal,,,,,[[[-40.9253| 176.2312]| [-41.0511| 176.208]| [-40.9742| 175.9904]| [-40.8485| 176.0139]]| [[-41.0519| 176.2077]| [-41.1761| 176.1531]| [-41.0992| 175.9351]| [-40.9752| 175.9901]]| [[-41.1768| 176.1524]| [-41.2446| 176.0284]| [-41.1676| 175.8102]| [-41.1001| 175.9343]]]
Rotoiti,Rotoiti,6.15,8.56,Volcanic,,,,,[[[-38.1065| 176.599]| [-38.0871| 176.6265]| [-38.1076| 176.6717]| [-38.127| 176.6442]]| [[-38.0865| 176.6274]| [-38.0537| 176.6898]| [-38.0742| 176.7349]| [-38.1071| 176.6725]]| [[-38.0532| 176.6908]| [-38.042| 176.7214]| [-38.0625| 176.7666]| [-38.0738| 176.7359]]| [[-38.0415| 176.7224]| [-38.0304| 176.7431]| [-38.0509| 176.7882]| [-38.062| 176.7675]]]
